%
Project ID	saudardalsstifla
Sounding ID	2
Zero values	2432.9 27494.0 2051.0 2466.7 27450.0 2050.8
#
Depth	ROP	Feed force	U2	QC	FS	Friction Ratio
4.94	18.0	4.6	149.0	4.094	31.3	0.0
4.95	18.1	4.4	147.19	4.172	31.2	0.0
4.96	18.0	4.5	145.4	4.25	31.1	0.0
4.97	16.8	4.7	145.4	4.25	31.1	0.0
4.98	16.7	5.2	145.4	4.25	31.1	0.0
4.99	16.5	5.8	145.4	4.25	31.1	0.0
5.00	16.5	6.4	144.1	4.335	31.45	0.0
5.01	17.1	6.8	142.8	4.42	31.8	0.0
5.02	17.2	6.8	142.8	4.42	31.8	0.0
5.03	17.4	6.7	142.8	4.42	31.8	0.0
5.04	17.7	6.5	142.8	4.42	31.8	0.0
5.05	18.0	6.2	142.44	4.55	32.2	0.0
5.06	16.8	5.9	142.1	4.68	32.6	0.0
5.07	17.7	5.7	142.1	4.68	32.6	0.0
5.08	17.8	5.4	142.1	4.68	32.6	0.0
5.09	17.8	5.0	142.1	4.68	32.6	0.0
5.10	17.6	4.8	140.94	4.794	32.79	0.0
5.11	17.3	4.8	139.8	4.908	33.0	0.0
5.12	17.3	4.9	139.8	4.908	33.0	0.0
5.13	17.3	5.1	139.8	4.908	33.0	0.0
5.14	17.4	5.3	139.8	4.908	33.0	0.0
5.15	17.5	5.5	138.44	4.966	33.25	0.0
5.16	17.3	5.8	137.1	5.024	33.5	0.0
5.17	17.1	6.0	137.1	5.024	33.5	0.0
5.18	17.0	6.3	137.1	5.024	33.5	0.0
5.19	17.5	6.5	134.69	5.071	33.7	0.0
5.20	17.3	6.7	132.3	5.118	33.9	0.0
5.21	17.6	6.9	132.3	5.118	33.9	0.0
5.22	16.9	7.0	132.3	5.118	33.9	0.0
5.23	17.5	7.0	132.3	5.118	33.9	0.0
5.24	17.7	7.0	130.19	5.173	34.25	0.0
5.25	17.5	7.0	128.1	5.228	34.6	0.0
5.26	17.3	7.1	126.07	5.531	34.37	0.0
5.27	17.4	7.4	126.58	6.25	35.25	0.0
5.28	17.1	7.7	132.07	6.44	37.28	0.0
5.29	17.1	8.0	123.13	5.904	35.5	0.0
5.30	17.6	8.3	107.23	5.344	32.98	0.0
5.31	17.2	8.5	104.53	5.302	33.85	0.0
5.32	17.7	8.5	100.68	5.006	28.7	0.0
5.33	16.9	8.5	91.57	4.421	25.52	0.0
5.34	18.2	8.5	90.34	4.208	25.0	0.0
5.35	17.4	8.5	99.57	4.551	24.72	0.0
5.36	17.4	8.4	115.32	5.329	24.8	0.0
5.37	17.5	8.3	122.03	5.62	23.0	0.0
5.38	17.7	8.3	122.31	5.602	22.3	0.0
5.39	17.7	8.4	122.26	5.816	22.58	0.0
5.40	17.6	8.4	125.3	6.412	22.6	0.0
5.41	17.5	8.5	156.78	7.9	22.34	0.0
5.42	17.3	8.6	164.2	8.36	22.3	0.0
5.43	17.0	8.9	164.2	8.36	22.3	0.0
5.44	17.4	9.2	159.9	8.347	21.9	0.0
5.45	17.0	9.5	155.6	8.334	21.5	0.0
5.46	17.1	10.0	155.6	8.334	21.5	0.0
5.47	17.2	10.4	155.6	8.334	21.5	0.0
5.48	17.2	10.6	153.1	8.327	21.2	0.0
5.49	17.0	10.8	150.6	8.32	20.9	0.0
5.50	17.2	11.1	150.6	8.32	20.9	0.0
5.51	17.2	11.3	150.6	8.32	20.9	0.0
5.52	16.9	11.6	148.55	8.332	20.95	0.0
5.53	17.0	12.0	146.5	8.344	21.0	0.0
5.54	16.7	12.4	146.5	8.344	21.0	0.0
5.55	17.1	12.8	146.5	8.344	21.0	0.0
5.56	17.1	13.1	146.5	8.344	21.0	0.0
5.57	17.3	13.3	148.3	8.369	21.35	0.0
5.58	17.4	13.3	150.1	8.394	21.7	0.0
5.59	17.2	13.3	150.1	8.394	21.7	0.0
5.60	17.7	13.2	150.1	8.394	21.7	0.0
5.61	17.7	13.0	150.1	8.394	21.7	0.0
5.62	17.9	12.7	150.69	8.439	22.3	0.0
5.63	17.7	12.5	151.3	8.484	22.9	0.0
5.64	17.5	12.2	151.3	8.484	22.9	0.0
5.65	17.8	11.9	151.3	8.484	22.9	0.0
5.66	17.4	11.7	151.3	8.484	22.9	0.0
5.67	17.4	11.7	147.55	8.423	23.9	0.0
5.68	17.6	11.7	143.8	8.362	24.9	0.0
5.69	17.2	11.8	143.8	8.362	24.9	0.0
5.70	17.3	11.9	143.8	8.362	24.9	0.0
5.71	17.5	12.0	143.8	8.362	24.9	0.0
5.72	17.4	12.1	141.55	8.318	26.0	0.0
5.73	17.3	12.0	139.3	8.274	27.1	0.0
5.74	17.5	11.9	139.3	8.274	27.1	0.0
5.75	17.8	11.8	139.3	8.274	27.1	0.0
5.76	17.7	11.7	139.3	8.274	27.1	0.0
5.77	18.2	11.5	133.9	8.224	26.6	0.0
5.78	17.5	11.3	128.5	8.173	26.1	0.0
5.79	17.7	11.1	128.5	8.173	26.1	0.0
5.80	16.9	10.9	128.5	8.173	26.1	0.0
5.81	17.5	10.9	128.5	8.173	26.1	0.0
5.82	17.4	10.8	125.5	8.096	26.5	0.0
5.83	17.5	10.8	122.5	8.02	26.9	0.0
5.84	17.6	10.8	122.5	8.02	26.9	0.0
5.85	17.7	10.8	122.5	8.02	26.9	0.0
5.86	17.4	10.8	122.5	8.02	26.9	0.0
5.87	17.4	10.9	120.6	7.906	27.55	0.0
5.88	17.3	11.0	118.7	7.792	28.2	0.0
5.89	17.2	11.3	118.7	7.792	28.2	0.0
5.90	17.0	11.6	118.7	7.792	28.2	0.0
5.91	17.1	11.9	118.7	7.792	28.2	0.0
5.92	16.9	12.2	116.8	7.695	28.75	0.0
5.93	17.3	12.5	114.9	7.598	29.3	0.0
5.94	17.2	12.6	114.9	7.598	29.3	0.0
5.95	17.2	12.8	114.9	7.598	29.3	0.0
5.96	17.2	13.0	114.9	7.598	29.3	0.0
5.97	17.5	13.0	112.9	7.531	29.7	0.0
5.98	17.1	12.9	110.9	7.464	30.1	0.0
5.99	17.5	12.9	110.9	7.464	30.1	0.0
6.00	17.5	12.8	110.9	7.464	30.1	0.0
6.01	17.3	12.9	106.13	7.344	29.8	0.0
6.02	17.5	12.9	94.07	6.672	31.0	0.0
6.03	17.1	13.0	90.92	5.845	28.63	0.0
6.04	17.2	13.1	94.81	5.52	22.64	0.0
6.05	17.5	13.2	106.18	5.52	21.81	0.0
6.06	17.5	13.2	109.85	5.187	20.95	0.0
6.07	17.3	13.3	103.68	4.645	21.85	0.0
6.08	17.3	13.4	94.81	4.105	23.11	0.0
6.09	17.0	13.7	85.6	3.596	22.58	0.0
6.10	16.8	14.0	78.18	3.01	21.4	0.0
6.11	16.6	14.6	73.78	2.534	20.96	0.0
6.12	16.5	15.2	77.68	2.185	24.98	1.0
6.13	16.8	15.8	77.46	1.78	29.41	1.0
6.14	16.5	16.5	69.33	1.43	30.8	2.0
6.15	16.9	16.9	71.28	1.295	30.24	2.0
6.16	17.4	17.1	90.31	1.235	29.33	2.0
6.17	17.4	17.1	119.33	1.136	31.26	2.0
6.18	16.9	17.1	127.2	1.144	33.4	2.0
6.19	17.6	17.2	135.1	1.158	34.6	2.0
6.20	16.6	17.3	143.0	1.172	35.79	3.0
6.21	17.3	17.3	143.0	1.172	35.79	3.0
6.22	17.2	17.3	143.0	1.172	35.79	3.0
6.23	17.7	17.2	143.0	1.172	35.79	3.0
6.24	17.5	17.0	152.05	1.189	38.29	3.0
6.25	18.2	16.8	161.1	1.206	40.79	3.0
6.26	17.0	16.6	161.1	1.206	40.79	3.0
6.27	18.3	16.4	161.1	1.206	40.79	3.0
6.28	16.9	16.2	161.1	1.206	40.79	3.0
6.29	17.5	16.1	165.3	1.24	43.55	3.0
6.30	17.6	16.0	169.5	1.274	46.3	3.0
6.31	17.4	15.8	169.5	1.274	46.3	3.0
6.32	18.1	15.6	169.5	1.274	46.3	3.0
6.33	17.5	15.4	169.5	1.274	46.3	3.0
6.34	18.0	15.2	172.25	1.306	47.4	3.0
6.35	17.2	15.1	175.0	1.338	48.5	3.0
6.36	18.2	15.0	175.0	1.338	48.5	3.0
6.37	16.8	15.0	175.0	1.338	48.5	3.0
6.38	17.7	15.1	175.0	1.338	48.5	3.0
6.39	17.0	15.0	179.75	1.357	49.2	3.0
6.40	18.1	14.9	184.5	1.376	49.9	3.0
6.41	17.1	14.7	184.5	1.376	49.9	3.0
6.42	17.7	14.6	184.5	1.376	49.9	3.0
6.43	17.1	14.5	187.05	1.384	50.9	3.0
6.44	18.0	14.4	189.6	1.392	51.9	3.0
6.45	17.5	14.5	189.6	1.392	51.9	3.0
6.46	17.2	14.5	189.6	1.392	51.9	3.0
6.47	17.5	14.6	189.6	1.392	51.9	3.0
6.48	17.3	14.5	193.05	1.43	52.9	3.0
6.49	17.6	14.4	196.5	1.468	53.9	3.0
6.50	17.5	14.4	196.5	1.468	53.9	3.0
6.51	17.8	14.3	196.5	1.468	53.9	3.0
6.52	17.1	14.2	196.5	1.468	53.9	3.0
6.53	17.0	14.1	201.0	1.531	54.55	3.0
6.54	18.0	13.9	205.5	1.594	55.2	3.0
6.55	17.3	13.7	205.5	1.594	55.2	3.0
6.56	19.1	13.5	205.5	1.594	55.2	3.0
6.57	17.0	13.4	205.5	1.594	55.2	3.0
6.58	18.4	13.2	205.5	1.594	55.2	3.0
6.59	16.9	13.1	208.85	1.654	55.6	3.0
6.60	18.0	12.9	212.2	1.714	56.0	3.0
6.61	17.3	12.7	212.2	1.714	56.0	3.0
6.62	17.9	12.5	212.2	1.714	56.0	3.0
6.63	17.5	12.3	215.0	1.739	57.4	3.0
6.64	18.1	12.2	217.8	1.764	58.8	3.0
6.65	17.4	12.0	217.8	1.764	58.8	3.0
6.66	18.0	11.8	217.8	1.764	58.8	3.0
6.67	17.9	11.5	217.8	1.764	58.8	3.0
6.68	16.3	11.3	217.8	1.764	58.8	3.0
6.69	15.0	11.1	218.85	1.798	60.35	3.0
6.70	14.9	10.9	219.9	1.832	61.9	3.0
6.71	14.8	10.6	219.9	1.832	61.9	3.0
6.72	14.6	10.3	219.9	1.832	61.9	3.0
6.73	14.9	10.1	221.5	1.847	63.35	3.0
6.74	15.1	10.0	223.1	1.862	64.8	3.0
6.75	15.0	9.9	223.1	1.862	64.8	3.0
6.76	14.3	9.8	220.9	1.841	67.26	3.0
6.77	15.0	9.8	195.52	1.444	72.35	5.0
6.78	14.6	9.7	154.69	0.921	67.88	7.0
6.79	15.2	9.6	141.67	0.832	61.74	7.0
6.80	14.8	9.5	128.25	0.75	54.52	7.0
6.81	14.7	9.4	123.41	0.734	53.4	7.0
6.82	15.1	9.3	118.4	0.723	52.71	7.0
6.83	14.6	9.1	113.57	0.712	51.92	7.0
6.84	15.9	9.0	109.97	0.704	51.36	7.0
6.85	14.8	8.8	106.71	0.698	51.0	7.0
6.86	14.9	8.6	102.83	0.692	50.62	7.0
6.87	15.0	8.4	99.51	0.686	50.28	7.0
6.88	14.8	8.3	96.71	0.682	50.0	7.0
6.89	15.0	8.4	94.21	0.678	49.75	7.0
6.90	14.6	8.5	93.1	0.676	49.7	7.0
6.91	14.7	8.5	93.1	0.676	49.7	7.0
6.92	14.6	8.6	92.95	0.676	49.65	7.0
6.93	14.6	8.7	92.8	0.676	49.6	7.0
6.94	15.2	8.6	92.8	0.676	49.6	7.0
6.95	14.6	8.4	92.8	0.676	49.6	7.0
6.96	14.6	8.4	92.45	0.675	49.6	7.0
6.97	14.6	8.5	92.1	0.674	49.6	7.0
6.98	14.7	8.6	92.1	0.674	49.6	7.0
6.99	14.2	8.9	92.1	0.674	49.6	7.0
7.00	14.7	9.1	91.9	0.674	49.6	7.0
7.01	14.6	9.3	91.7	0.674	49.6	7.0
7.02	15.3	9.3	91.7	0.674	49.6	7.0
7.03	13.9	9.5	91.7	0.674	49.6	7.0
7.04	14.3	9.9	91.5	0.674	49.55	7.0
7.05	14.2	10.3	91.3	0.674	49.5	7.0
7.06	14.7	10.4	91.3	0.674	49.5	7.0
7.07	15.0	10.5	91.3	0.674	49.5	7.0
7.08	14.3	10.7	91.2	0.674	49.5	7.0
7.09	14.7	10.7	91.1	0.674	49.5	7.0
7.10	15.2	10.7	91.1	0.674	49.5	7.0
7.11	14.6	10.7	91.1	0.674	49.5	7.0
7.12	15.1	10.5	91.1	0.674	49.5	7.0
7.13	0.1	0.1	173.4	1.092	59.94	5.0
7.14	8.6	0.6	287.89	1.64	88.4	5.0
7.15	11.0	13.1	295.1	1.666	88.0	5.0
7.16	80.9	22.3	295.1	1.666	88.0	5.0
7.17	36.3	15.2	295.1	1.666	88.0	5.0
7.18	26.1	13.8	295.1	1.666	88.0	5.0
7.19	24.7	13.3	295.1	1.666	88.0	5.0
7.20	22.0	12.9	296.45	1.692	86.85	5.0
7.21	18.1	12.9	297.8	1.718	85.7	4.0
7.22	17.9	12.7	297.8	1.718	85.7	4.0
7.23	18.1	12.6	297.8	1.718	85.7	4.0
7.24	18.6	12.5	297.8	1.718	85.7	4.0
7.25	18.0	12.4	295.75	1.737	84.4	4.0
7.26	18.5	12.2	293.7	1.756	83.1	4.0
7.27	17.5	12.2	293.7	1.756	83.1	4.0
7.28	18.8	12.1	293.7	1.756	83.1	4.0
7.29	17.3	12.2	293.7	1.756	83.1	4.0
7.30	18.4	12.3	284.68	1.781	84.68	4.0
7.31	17.4	12.6	264.48	1.736	88.96	5.0
7.32	19.0	12.7	234.3	1.57	89.54	5.0
7.33	18.3	12.6	237.82	1.49	93.37	6.0
7.34	19.5	12.5	277.7	1.712	95.06	5.0
7.35	20.6	12.2	301.2	2.08	92.45	4.0
7.36	20.0	12.2	295.7	2.216	79.97	3.0
7.37	21.2	12.1	268.52	2.105	70.45	3.0
7.38	19.7	12.1	224.41	1.748	62.71	3.0
7.39	15.0	12.2	170.2	1.226	50.56	4.0
7.40	14.1	12.5	163.69	1.179	50.88	4.0
7.41	13.8	12.5	158.17	1.15	51.37	4.0
7.42	13.1	12.6	153.55	1.131	51.8	4.0
7.43	12.5	12.7	149.25	1.116	52.16	4.0
7.44	13.0	12.7	123.38	0.856	36.95	4.0
7.45	12.3	12.8	116.7	0.812	33.5	4.0
7.46	13.0	12.8	116.7	0.812	33.5	4.0
7.47	12.5	12.8	116.7	0.812	33.5	4.0
7.48	12.9	13.0	116.8	0.815	33.65	4.0
7.49	12.1	13.2	116.9	0.818	33.79	4.0
7.50	12.3	13.6	116.9	0.818	33.79	4.0
7.51	12.0	14.0	117.1	0.82	33.85	4.0
7.52	12.3	14.4	117.3	0.822	33.9	4.0
7.53	12.3	14.8	117.3	0.822	33.9	4.0
7.54	12.5	14.8	117.3	0.822	33.9	4.0
7.55	13.3	14.7	117.4	0.824	34.1	4.0
7.56	12.8	14.6	117.5	0.826	34.29	4.0
7.57	12.2	14.6	117.5	0.826	34.29	4.0
7.58	12.9	14.6	117.55	0.829	34.45	4.0
7.59	12.5	14.5	117.6	0.832	34.6	4.0
7.60	12.8	14.3	117.6	0.832	34.6	4.0
7.61	12.4	14.3	117.6	0.832	34.6	4.0
7.62	12.5	14.5	117.65	0.832	34.7	4.0
7.63	12.4	14.7	117.7	0.832	34.79	4.0
7.64	12.3	14.9	117.7	0.832	34.79	4.0
7.65	12.5	15.1	117.65	0.834	34.9	4.0
7.66	12.4	15.3	117.6	0.836	35.0	4.0
7.67	12.7	15.4	117.6	0.836	35.0	4.0
7.68	12.3	15.3	117.6	0.836	35.0	4.0
7.69	12.6	15.5	117.6	0.836	35.1	4.0
7.70	12.3	15.6	117.6	0.836	35.2	4.0
7.71	13.0	15.6	117.6	0.836	35.2	4.0
7.72	12.4	15.5	117.6	0.837	35.35	4.0
7.73	12.7	15.5	117.6	0.838	35.5	4.0
7.74	12.4	15.5	117.6	0.838	35.5	4.0
7.75	12.9	15.6	117.6	0.838	35.5	4.0
7.76	12.2	15.6	117.55	0.839	35.54	4.0
7.77	12.6	15.7	117.5	0.84	35.6	4.0
7.78	12.1	16.0	117.5	0.84	35.6	4.0
7.79	12.5	16.2	117.5	0.84	35.6	4.0
7.80	12.0	16.5	117.4	0.842	35.65	4.0
7.81	12.2	16.7	117.3	0.844	35.7	4.0
7.82	12.5	17.0	117.3	0.844	35.7	4.0
7.83	12.0	17.3	117.3	0.844	35.7	4.0
7.84	12.3	17.7	117.3	0.844	35.7	4.0
7.85	12.2	17.8	117.25	0.844	35.79	4.0
7.86	12.5	17.8	117.2	0.844	35.9	4.0
7.87	12.4	18.0	116.86	0.846	36.26	4.0
7.88	12.4	18.1	115.37	0.847	36.82	4.0
7.89	12.5	18.2	113.74	0.848	37.42	4.0
7.90	12.9	18.1	112.4	0.851	38.01	4.0
7.91	12.2	18.1	111.01	0.854	38.6	4.0
7.92	12.3	18.2	109.63	0.856	39.13	4.0
7.93	12.6	18.3	108.4	0.858	39.55	4.0
7.94	0.0	0.1	131.55	1.131	52.95	4.0
7.95	3.5	0.5	268.72	2.191	81.74	3.0
7.96	11.4	12.0	218.48	1.777	67.28	3.0
7.97	1.6	25.8	216.83	1.772	67.3	3.0
7.98	56.5	24.0	216.4	1.772	67.3	3.0
8.00	160.1	22.6	216.4	1.772	67.3	3.0
8.01	173.5	22.6	216.4	1.772	67.3	3.0
8.02	7.0	11.1	216.05	1.772	67.3	3.0
8.03	15.4	19.7	215.7	1.772	67.3	3.0
8.04	14.7	19.6	215.5	1.77	67.3	3.0
8.05	14.8	19.6	215.3	1.768	67.3	3.0
8.06	14.4	19.8	215.3	1.768	67.3	3.0
8.07	15.1	20.1	215.3	1.768	67.3	3.0
8.08	16.5	20.1	215.3	1.768	67.3	3.0
8.09	17.8	20.0	215.15	1.768	67.3	3.0
8.10	18.0	20.0	215.0	1.768	67.3	3.0
8.11	17.1	20.1	215.0	1.768	67.3	3.0
8.12	15.8	20.1	215.0	1.768	67.3	3.0
8.13	12.1	20.2	214.7	1.767	67.3	3.0
8.14	14.5	20.2	214.4	1.766	67.3	3.0
8.15	15.8	20.1	214.4	1.766	67.3	3.0
8.16	15.1	20.2	214.4	1.766	67.3	3.0
8.17	14.6	20.2	214.1	1.766	67.34	3.0
8.18	15.0	20.3	213.8	1.766	67.4	3.0
8.19	14.8	20.2	213.8	1.766	67.4	3.0
8.20	14.8	20.4	213.8	1.766	67.4	3.0
8.21	15.2	20.2	213.55	1.765	67.34	3.0
8.22	16.2	20.2	213.3	1.764	67.3	3.0
8.23	15.1	20.3	213.3	1.764	67.3	3.0
8.24	13.4	20.7	213.3	1.764	67.3	3.0
8.25	12.3	21.1	213.1	1.764	67.34	3.0
8.26	15.5	21.4	212.9	1.764	67.4	3.0
8.27	14.5	21.5	212.9	1.764	67.4	3.0
8.28	13.3	21.7	212.9	1.764	67.4	3.0
8.29	13.8	21.6	212.65	1.763	67.4	3.0
8.30	16.5	21.3	212.4	1.762	67.4	3.0
8.31	16.5	21.2	212.4	1.762	67.4	3.0
8.32	15.8	21.2	212.4	1.762	67.4	3.0
8.33	15.5	21.4	212.4	1.762	67.4	3.0
8.34	13.3	21.7	212.05	1.762	67.34	3.0
8.35	11.7	22.0	211.7	1.762	67.3	3.0
8.36	5.4	22.9	211.55	1.761	67.34	3.0	91: Can not be pushed further
